%% Trajectory 8
0 55.458405 32.961372 2.648317 2.352023 16.545143 -0.580223 -1.802276 6.708054 -7.439930 -0.316913 3.280599 2.948303
1 55.441334 32.930828 2.533087 2.383231 20.203074 -0.627840 -1.982135 6.960610 -8.442599 -0.266605 3.215199 2.821732
2 55.340599 32.969349 2.723124 2.122990 15.655316 0.309948 0.868436 5.441961 3.102388 -0.196353 2.961217 2.819948
3 55.463821 32.888493 2.797163 2.322637 19.162636 -0.647687 -1.991607 6.568562 -8.082318 -0.113090 3.421215 3.075580
4 55.446320 32.956459 2.650983 2.296187 14.129812 -0.597220 -1.835525 6.500584 -7.588223 -0.131312 3.292219 2.794934
5 55.412304 32.902779 2.779920 2.275907 16.863182 0.315082 0.971904 6.251451 4.016383 -0.469494 3.275669 3.051171
6 55.388634 32.858437 2.755088 2.270758 16.573181 0.247073 0.706351 6.080176 2.543462 -0.506806 3.115766 3.140373
7 55.437798 32.835274 2.834601 2.220160 16.099621 0.273070 0.807847 5.932470 3.137578 -0.372789 3.198507 3.094760
8 55.515614 32.844124 2.872008 2.252658 15.570486 -0.640264 -1.952505 6.241421 -7.838769 -0.063165 3.441350 3.028300
9 55.398319 32.885231 2.982310 2.327438 26.753695 0.283554 0.875776 6.522657 3.778244 -0.637860 3.608387 3.332754
10 55.497463 32.902546 3.022081 2.340543 24.012924 -0.599993 -1.915926 6.707701 -8.097292 -0.231578 3.700211 3.373099
11 55.519753 32.881123 3.022642 2.254689 17.363640 -0.599125 -1.819925 6.247194 -7.316223 -0.145333 3.548634 3.266484
12 55.516113 32.852676 2.900360 2.259875 20.489367 -0.631210 -1.914948 6.229253 -7.574776 -0.102696 3.380264 3.174186
13 55.514679 32.837902 3.004079 2.320125 18.208521 -0.647419 -2.054427 6.639850 -8.627718 -0.058136 3.724922 3.244915
14 55.435181 32.864643 3.224681 2.254936 9.301988 0.299824 0.852996 6.017115 3.065685 -0.580612 3.601457 3.669993
15 55.508755 32.835537 2.987904 2.258465 13.628443 -0.655706 -1.930361 6.155674 -7.354343 0.093820 3.418143 3.329932
16 55.511322 32.908028 3.011178 2.259243 14.105305 -0.580653 -1.761391 6.207999 -6.994132 -0.148962 3.518005 3.284976
17 55.546265 32.829979 3.374852 2.281862 5.326688 -0.623756 -1.969405 6.481977 -8.300513 -0.179467 3.995137 3.705808
18 55.491436 32.890728 2.806180 2.386112 11.003636 -0.617836 -2.010723 7.010338 -8.758330 -0.330223 3.598494 3.097367
19 55.570438 32.823765 3.441254 2.268454 4.715742 -0.605798 -1.881817 6.329672 -7.687458 -0.140686 4.095006 3.711321
20 55.525318 32.818916 3.251067 2.345513 11.302637 -0.655763 -2.039527 6.660232 -8.306564 -0.215871 3.924214 3.701207
21 55.492531 32.911446 3.197351 2.308341 14.382692 -0.596020 -1.919600 6.648679 -8.292501 -0.218323 3.977150 3.403427
22 55.533520 32.866604 3.407438 2.353303 5.389048 -0.599874 -1.935463 6.790169 -8.243782 -0.430902 4.183933 3.834802
23 55.605064 32.848492 3.321073 2.327864 2.850885 -0.546442 -1.649126 6.436504 -6.362951 -0.408237 3.857769 3.873238
24 55.623875 32.852062 3.303627 2.288769 4.025944 -0.524066 -1.575755 6.277873 -6.073246 -0.227415 3.815634 3.745603
25 55.576324 32.827690 3.002330 2.333060 14.450929 -0.595987 -1.871910 6.675136 -7.827825 -0.216958 3.657721 3.346896
26 55.643383 32.833241 2.764477 2.226500 9.000887 -0.523377 -1.513319 5.874234 -5.473090 -0.246597 3.029279 3.125830
27 55.638805 32.705090 3.229163 2.290114 13.497613 -0.656102 -2.004190 6.365282 -7.960371 -0.042086 3.423100 3.972050
28 55.680046 32.778896 3.347139 2.162353 7.225967 -0.541060 -1.596576 5.595203 -5.828142 -0.117322 3.528028 3.709669
29 55.625862 32.734142 3.333886 2.287753 11.914780 -0.639995 -1.981659 6.363078 -7.902716 0.161000 3.837998 3.789111
30 55.648666 32.777374 2.833419 2.198848 2.973763 -0.573960 -1.758930 5.866405 -6.773258 -0.114499 3.123764 3.106493
31 55.640606 32.731289 3.034772 2.292435 15.412522 -0.628103 -1.883541 6.262393 -7.207105 -0.042670 3.261930 3.695087
32 55.582016 32.749763 2.850931 2.389389 19.807926 -0.668218 -2.085951 6.874763 -8.538289 -0.284704 3.320559 3.491424
33 55.624596 32.813583 3.106937 2.250791 14.546245 -0.561820 -1.762310 6.259691 -7.271211 -0.328176 3.607718 3.385349
34 55.619862 32.810837 2.692453 2.244179 7.447846 -0.569302 -1.799618 6.109938 -7.112339 -0.259471 3.022742 3.019602
35 55.591927 32.869194 2.685045 2.337192 9.030236 -0.538878 -1.660103 6.519271 -6.539948 -0.278433 3.119929 3.155536
36 55.650196 32.920631 2.678308 2.231993 13.409721 -0.429175 -1.368895 6.076118 -5.597805 -0.414091 3.028636 2.949327
37 55.574814 32.848442 2.603029 2.353119 12.966496 -0.576743 -1.754438 6.598142 -6.932404 -0.276796 2.923732 3.201508
38 55.499554 32.914608 2.819926 2.376407 16.828712 -0.585838 -1.779903 6.707363 -7.002558 -0.359767 3.374146 3.327146
39 55.515289 32.902702 2.628546 2.279036 8.672316 -0.582010 -1.812277 6.366222 -7.419439 -0.211354 3.141149 2.849403
40 55.604561 32.845291 2.660897 2.212687 6.400574 -0.550148 -1.604707 5.835349 -5.822943 -0.136260 2.850599 3.037135
41 55.626553 32.795269 2.895341 2.214078 3.613768 -0.578179 -1.794577 6.057892 -7.296391 -0.136070 3.301242 3.109270
42 55.629833 32.817776 3.013510 2.260290 7.650660 -0.552391 -1.717861 6.300738 -7.117251 -0.307739 3.562011 3.249396
43 55.616730 32.718307 2.904555 2.258489 5.301194 -0.664962 -2.029759 6.137276 -7.810300 -0.076329 3.120965 3.438939
44 55.550652 32.753998 3.260736 2.321579 8.872192 -0.695348 -2.137753 6.502397 -8.474447 0.032688 3.827644 3.742413
45 55.573383 32.929035 2.910576 2.285795 1.005535 -0.497582 -1.590174 6.358434 -6.584331 -0.345456 3.467662 3.185317
46 55.527866 32.915642 2.835946 2.341782 1.313319 -0.556493 -1.837535 6.826581 -8.097374 -0.343387 3.520761 3.120407
47 55.461102 32.893009 2.911453 2.394913 5.208248 -0.645887 -2.095555 7.128643 -9.265602 -0.212394 3.842192 3.130483
48 55.539776 32.871906 3.067601 2.319719 12.490172 -0.588318 -1.804901 6.537841 -7.287704 -0.252515 3.745497 3.370476
