#              t (s)             x (pxl)             y (pxl)                   f                   n         x_err (pxl)         y_err (pxl)               f_err
             18.6231      -1.09267296952      0.107270812863      0.156077534906                20.0     0.0611939597108     0.0634191701043     0.0310875668218
             18.7276      -1.10277307305      0.203723734693      0.143489206049                21.0      0.057468873282     0.0588051102409     0.0245212115939
             18.8321      -1.13042893889      0.129649719219      0.158772345473                23.0     0.0618420907521     0.0653618850478     0.0238264244044
             18.9366      -1.23194267909      0.128252650468      0.132709893545                23.0     0.0689211417482       0.07516898527      0.025993670485
             19.0411      -1.16342464347      0.134010022694      0.224409381041                21.0     0.0627772649596     0.0672953955384     0.0285290798554
             19.1456      -1.16433097564      0.159154313489      0.193517574643                25.0     0.0680929884123     0.0716039570994     0.0256567548547
             19.2501       -1.1214615645      0.208916306651      0.172001324783                23.0     0.0754909076075      0.077192263397     0.0191773301397
             19.3546      -1.19606858197      0.269494169815      0.177713432953                22.0     0.0734828199148     0.0745250697083     0.0158410217579
             19.4591      -1.14617148209      0.153657290595      0.145638212049                21.0     0.0928454477773     0.0928031582525     0.0220315247297
             19.5636      -1.18616148175       0.16211860871      0.224201681057                25.0     0.0687312360951     0.0749359461522     0.0279352152279
             19.6681      -1.11708074761      0.122230973648      0.198301026848                24.0     0.0632754933559     0.0668768545022     0.0247919915852
             19.7726      -1.15993901948      0.148576126903      0.220343889615                25.0     0.0570795660592     0.0622061255215     0.0313881364498
             19.8771      -1.15123752419      0.158331257749      0.211598639041                27.0      0.056444334704     0.0608479363189     0.0293905032009
             19.9816      -1.14758728242      0.185357902418      0.184627347269                29.0      0.057735551442     0.0625213518527     0.0195859633321
             20.0861      -1.10859243228     0.0958488660172      0.245941073832                28.0     0.0562209108665     0.0590923524471     0.0314119440626
             20.1906      -1.11239284526      0.156272260906      0.224709981147                30.0     0.0578860834413     0.0609757430604      0.023054236689
             20.2951      -1.18928714426      0.124243723133      0.248183704062                29.0     0.0580050313891     0.0637161356591      0.027555112537
             20.3996      -1.13592749704      0.184228290251      0.209229846591                31.0     0.0514649753455     0.0549759605861     0.0212785407014
             20.5041      -1.08774380775      0.197313499046      0.209675252241                31.0     0.0554160465614      0.057365499643     0.0156154939263
             20.6086      -1.09402334638      0.145173172781      0.219419429994                30.0     0.0556172057665     0.0571295628508     0.0249025902976
             20.7131      -1.20707346718      0.130960998895       0.21402602045                32.0     0.0575776921314      0.063274252704     0.0221117520267
             20.8176      -1.16650382951      0.150670537567      0.265894104856                30.0      0.056662575143     0.0601846210573      0.030187684132
             20.9221      -1.21428980644      0.144384424814       0.22572631262                32.0     0.0505146481466     0.0583101933021      0.032735915671
             21.0266      -1.11648125194       0.14050700644      0.275080613437                31.0     0.0554555697508     0.0581124385209     0.0278458336153
             21.1311      -1.17825869981      0.208700782946      0.241966273271                33.0     0.0584023942762     0.0627849143693     0.0231103884383
             21.2356      -1.12659281636      0.191899190693      0.273930183681                33.0      0.054313207325     0.0575477615459     0.0277249542157
             21.3401      -1.16628453846     0.0770766128859      0.287979534196                33.0     0.0526692407286     0.0569893179681     0.0331732842921
             21.4446      -1.15800735431      0.157601987965      0.345659501149                32.0     0.0550969757882     0.0590013711508     0.0333186733884
             21.5491      -1.11948696556      0.139662125773      0.302664651523                34.0     0.0556660298616     0.0589590595086     0.0231496536313
             21.6536      -1.11667340581      0.119246984899      0.338698322685                34.0     0.0535330462204     0.0566651124916     0.0259258514705
             21.7581      -1.21767800448     0.0865675718807      0.368714062835                34.0     0.0513668187615     0.0581464741572     0.0271414653095
             21.8626      -1.09355739901      0.124250928247      0.314439015501                35.0     0.0571021310199     0.0589338245159     0.0208555819164
             21.9671      -1.16344434954      0.182819728482      0.324574351634                36.0     0.0507840739013      0.055610777313      0.025784759609
             22.0716      -1.18475552584      0.139902620496      0.297529558669                36.0     0.0599805877078     0.0633334293065     0.0270311414981
             22.1761      -1.13878685508      0.154447096421      0.279924716512                38.0     0.0528068821793     0.0558617908824     0.0299106794834
             22.2806      -1.13128347521      0.121595935898      0.286426702095                38.0      0.054069788164     0.0577704006082     0.0209727068846
             22.3851      -1.16540208359       0.14664583911      0.287061457324                38.0     0.0534841735048     0.0579777388748     0.0231599891418
             22.4896      -1.16243078368      0.125128500972        0.2677777896                40.0     0.0517613752946     0.0567127206471      0.029090915018
             22.5941      -1.16622785672      0.146830881204       0.29298672813                42.0     0.0523911679741     0.0576927862857     0.0315170462083
             22.6986      -1.17112008088      0.100904259454      0.309389928598                41.0     0.0509491126749     0.0560362685225     0.0306379799988
             22.8031      -1.15514468558      0.134197881188      0.322868075572                42.0     0.0517649934932     0.0565289424318     0.0313113424639
             22.9076      -1.19026338035      0.115381223501      0.334017926313                38.0     0.0524104553753     0.0581978633754     0.0309471345328
             23.0121      -1.15589487096       0.11265130025      0.304249997523                42.0     0.0514931591693     0.0562799436826     0.0308530982473
             23.1166      -1.14109585006       0.11980587556       0.31751890195                42.0      0.049669068028     0.0536891795383     0.0270435783329
             23.2211      -1.15054249943      0.109626038971      0.336199854441                43.0     0.0525174653241     0.0565703055961     0.0322198314356
             23.3256       -1.1796522624      0.128399154871      0.361932422849                40.0      0.049017770911     0.0547689202356     0.0342368251218
             23.4301      -1.14115516816      0.151646264467      0.344645152368                43.0     0.0565039714032     0.0592503243328     0.0324608084306
             23.5346      -1.17126369033      0.176257533355       0.36949094561                42.0     0.0571911457945     0.0611272316121     0.0337552597772
             23.6391      -1.17276692463      0.114774516076      0.337074627646                44.0     0.0544082443594     0.0590242190986     0.0362904843305
